Name,Type,Citation
Dr Vedad Hulusic,Conference,"Hulusic, V., Valenzise, G., Gicquel, J.C., Fournier, J. and Dufaux, F., 2017. Quality of experience in UHD-1 Phase 2 television: The contribution of UHD+HFR technology. 1-6."
Dr Vedad Hulusic,Conference,"Pistoljevic, N. and Hulusic, V., 2017. An interactive E-book with an educational game for children with developmental disorders: A pilot user study. 87-93."
Dr Vedad Hulusic,Conference,"Hulusic, V. and Pistoljevic, N., 2017. A curriculum for developing serious games for children with autism: A success story. 149-152."
Dr Vedad Hulusic,Conference,"Zerman, E., Hulusic, V., Valenzise, G., Mantiuk, R. and Dufaux, F., 2017. Effect of color space on high dynamic range video compression performance."
Dr Vedad Hulusic,Conference,"Hulusic, V., Valenzise, G., Debattista, K. and Dufaux, F., 2017. Robust dynamic range computation for high dynamic range content. 151-155."
Dr Vedad Hulusic,Conference,"Hulusic, V., Valenzise, G., Provenzi, E., Debattista, K. and Dufaux, F., 2016. Perceived dynamic range of HDR images."
Dr Vedad Hulusic,Conference,"Hulusic, V. and Pistoljevic, N., 2013. Teaching children with and without disabilities school readiness skills. 316-323."
Dr Vedad Hulusic,Conference,"Rizvic, S., Sadzak, A., Hulusic, V. and Karahasanovic, A., 2012. Interactive digital storytelling in the sarajevo survival tools virtual environment. 109-116."
Dr Vedad Hulusic,Conference,"El-Zayat, M., Rizvic, S. and Hulusic, V., 2012. Enhancing integration of virtual objects in augmented reality applications. IEEE. 125-132."
Dr Vedad Hulusic,Conference,"Hulusic, V. and Rizvic, S., 2011. The use of live virtual guides in educational applications. IEEE. 92-97."
Dr Vedad Hulusic,Conference,"Hulusic, V., Harvey, C., Tsingos, N., Debattista, K., Walker, S., Howard, D. and Chalmers, A., 2011. Acoustic Rendering and Auditory–Visual Cross-Modal Perception and Interaction."
Dr Vedad Hulusic,Conference,"Hulusić, V., Debattista, K., Aggarwal, V. and Chalmers, A., 2010. Exploiting audio-visual cross-modal interaction to reduce computational requirements in interactive environments. 126-132."
Dr Vedad Hulusic,Conference,"Hulusić, V., Czanner, G., Debattista, K., Sikudova, E., Dubla, P. and Chalmers, A., 2009. Investigation of the beat rate effect on frame rate for animated content. 151-159."
Dr Vedad Hulusic,Conference,"Happa, J., Artusi, A., Dubla, P., Bashford-Rogers, T., Debattista, K., Hulusíc, V. and Chalmers, A., 2009. The virtual reconstruction and daylight illumination of the panagia angeloktisti. 49-56."
Dr Vedad Hulusic,Conference,"Hulusic, V., Aranha, M. and Chalmers, A., 2008. The influence of cross-modal interaction on perceived rendering quality thresholds. 41-48."
Dr Vedad Hulusic,Conference,"Happa, J., 2008. The High- Fidelity Computer Reconstruction of Byzantine Art in Cyprus. Proceedings of IV International Cyprological Congress."
Dr Vedad Hulusic,Conference,"Hulusic, V., 2007. Optimization threshold in Sarajevo City Hall virtual model for Efficient Web Presentation. Citeseer."
Dr Vedad Hulusic,Conference,"Hulusic, V. and Rizvic, S., 2006. Virtual 3D model optimization for Web implementation."
Dr Fred Charles,Journal Article,"Goldway, N., Charles, F. et al., 2019. Volitional limbic neuromodulation exerts a beneficial clinical effect on Fibromyalgia. NeuroImage, 186, 758-770."
Dr Fred Charles,Journal Article,"Yamin, H.G., Gazit, T., Tchemodanov, N., Raz, G., Jackont, G., Charles, F., Fried, I., Hendler, T. and Cavazza, M., 2017. Depth electrode neurofeedback with a virtual reality interface*. Brain-Computer Interfaces, 4 (4), 201-213."
Dr Fred Charles,Journal Article,"Cavazza, M., Aranyi, G. and Charles, F., 2017. BCI control of heuristic search algorithms. Frontiers in Neuroinformatics, 11."
Dr Fred Charles,Journal Article,"Cohen, A., Keynan, J.N., Jackont, G., Green, N., Rashap, I., Shani, O., Charles, F., Cavazza, M., Hendler, T. and Raz, G., 2016. Multi-modal virtual scenario enhances neurofeedback learning. Frontiers Robotics AI, 3 (AUG)."
Dr Fred Charles,Journal Article,"Goldway, N., Ablin, J.N., Ben-Simon, E., Cavazza, M., Charles, F., Hendler, T. and Sharon, H., 2016. EEG-Neurofeedback targeting amygdala activity reduces disease impact and improves sleep in Patients with Fibromyalgia. Frontiers in Human Neuroscience."
Dr Fred Charles,Journal Article,"Aranyi, G., Pecune, F., Charles, F., Pelachaud, C. and Cavazza, M., 2016. Affective interaction with a virtual character through an fNIRS brain-computer interface. Frontiers in Computational Neuroscience, 10 (JULY)."
Dr Fred Charles,Journal Article,"Cavazza, M., Charles, F., Lindsay, A., Siddle, J. and Georg, G., 2015. An Interactive Narrative Format for Clinical Guidelines. KUNSTLICHE INTELLIGENZ, 29 (2), 185-191."
Dr Fred Charles,Journal Article,"Porteous, J., Cavazza, M. and Charles, F., 2010. Applying planning to interactive storytelling: Narrative control using state constraints. ACM Transactions on Intelligent Systems and Technology, 1 (2)."
Dr Fred Charles,Journal Article,"Cavazza, M., Charles, F., Mead, S.J., Martin, O., Marichal, X. and Nandi, A., 2004. Multimodal acting in mixed reality interactive storytelling. IEEE Multimedia, 11 (3), 30-39."
Dr Fred Charles,Journal Article,"Cavazza, M., Martin, O., Charles, F., Mead, S.J. and Marichal, X., 2003. Users acting in mixed reality interactive storytelling. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 2897, 189-197."
Dr Fred Charles,Journal Article,"Cavazza, M., Charles, F. and Mead, S.J., 2003. Intelligent virtual actors that plan... to fail. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 2733, 151-161."
Dr Fred Charles,Journal Article,"Cavazza, M., Charles, F. and Mead, S.J., 2002. Planning characters' behaviour in interactive storytelling. Journal of Visualization and Computer Animation, 13 (2), 121-131."
Dr Fred Charles,Journal Article,"Charles, F., Mead, S.J. and Cavazza, M., 2002. From computer games to interactive stories: Interactive storytelling. Electronic Library, 20 (2), 103-112."
Dr Fred Charles,Journal Article,"Cavazza, M., Charles, F. and Mead, S.J., 2002. Character-Based Interactive Storytelling. IEEE Intelligent Systems, 17 (4), 17-24."
Dr Fred Charles,Book,"Tian, F., Gatzidis, C., El Rhalibi, A., Tang, W. and Charles, F., 2017. Preface."
Dr Fred Charles,Chapter,"Michailidis, L., Lucas Barcias, J., Charles, F., He, X. and Balaguer-Ballester, E., 2019. Combining Personality and Physiology to Investigate the Flow Experience in Virtual Reality Games. In: Stephanidis, C., ed. HCI International 2019 - Posters. Berlin: Springer, 45-52."
Dr Fred Charles,Chapter,"Cavazza, M. and Charles, F., 2017. User Interaction for Interactive Storytelling. In: Nakatsu, R., Rauterberg, M. and Ciancarini, P., eds. Handbook of Digital Games and Entertainment Technologies. Singapore: Springer Singapore, 415-428."
Dr Fred Charles,Conference,"Green, D., Hargood, C. and Charles, F., 2019. Novella 2.0: A Hypertextual Architecture for Interactive Narrative in Games. In: ACM Hypertext 17 September-20 June 2019 Hof, Germany."
Dr Fred Charles,Conference,"Lynch, S., Charles, F., Pedersen, K. and Hargood, C., 2019. M22 - A Modern Visual Novel Framework. In: Narrative and Hypertext (NHT’19) 17 September 2019 Hof, Germany."
Dr Fred Charles,Conference,"Michailidis, L., Lucas Barcias, J., Charles, F., He, X. and Balaguer-Ballester, E., 2019. Combining personality and physiology to investigate the flow experience in virtual reality games. In: 21st HCI International 26-31 July 2019 Orlando, USA."
Dr Fred Charles,Conference,"Saul, M., Charles, F. and He, X., 2019. N170 components of real and computer-generated facial images. In: Neuroadaptive Technology Conference 16-18 July 2019 Liverpool, UK."
Dr Fred Charles,Conference,"Green, D., Hargood, C. and Charles, F., 2018. Define “Authoring Tool”: A Survey of Interactive Narrative Authoring Tools. In: AIS '18, ICIDS '18 5-8 December 2018 Dublin, Ireland."
Dr Fred Charles,Conference,"Xu, W., Hargood, C., Tang, W. and Charles, F., 2018. Towards Generating Stylistic Dialogues for Narratives using Data-Driven Approaches. In: International Conference for Interactive Digital Storytelling 5-8 December 2018 Trinity College Dublin, Ireland."
Dr Fred Charles,Conference,"Green, D., Hargood, C., Charles, F. and Jones, A., 2018. Novella: A Proposition for Game-Based Storytelling. In: Narrative and Hypertext 2018 9 July 2018 Baltimore."
Dr Fred Charles,Conference,"Jones, A., Gyori, B., Hargood, C., Charles, F. and Green, D., 2018. Shelley's Heart: Experiences in Designing a Multi-Reader Locative Narrative. In: Narrative and Hypertext 2018 9 July 2018 Baltimore."
Dr Fred Charles,Conference,"Hargood, C., Charles, F. and Millard, D.E., 2018. Intelligent generative locative hyperstructure. 238-241."
Dr Fred Charles,Conference,"Green, D., Hargood, C. and Charles, F., 2018. Contemporary issues in interactive storytelling authoring systems. 501-513."
Dr Fred Charles,Conference,"Lugrin, J.L., Charles, F. et al., 2018. Benchmark framework for virtual students' behaviours. 2236-2238."
Dr Fred Charles,Conference,"Siddle, J., Lindsay, A., Ferreira, J.F., Porteous, J., Read, J., Charles, F., Cavazza, M. and Georg, G., 2017. Visualization of patient behavior from natural language recommendations."
Dr Fred Charles,Conference,"Lynch, S., Hargood, C. and Charles, F., 2017. Textual Authoring for Interactive Narrative. In: Authoring for Interactive Storytelling 2017 14 November 2017 Funchal, Madeira."
Dr Fred Charles,Conference,"Goldwway, N., Sharon, H., Ben Simon, E., Weizman, L., Greental, A., Lubin, O., Cavazza, M., Charles, F., Hendler, T. and Ablin, J.N., 2017. The Effect of EEG-Amygdala-Related-Neurofeedback on REM Latency in Patients with Fibromyalgia. In: Arthritis Rheumatology 3-8 November 2017 San Diego, CA, USA."
Dr Fred Charles,Conference,"Hargood, C., Hicks, B., Charles, F., Lynch, S. and Tang, W., 2017. Snow White is Missing: An Interactive Locative Story For Dementia Patients. In: Edutainment 2017 26-28 June 2017 Bournemouth. Springer."
Dr Fred Charles,Conference,"Silverman, E., Charles, F., Porteous, J., Wood, I. and Ells, L.J., 2017. Agent-Based Virtual Urban Environments for Population Health Applications. In: The 2nd International Workshop on Agent-Based Modelling of Urban Systems (ABMUS 2017) 8 May 2017 Sao Paulo, Brazil."
Dr Fred Charles,Conference,"Porteous, J., Cavazza, M., Charles, F., Mouw, J., Smith, C. and Van Den Broek, P., 2017. Using virtual narratives to explore children's story understanding. 773-781."
Dr Fred Charles,Conference,"Charles, F., Mendes, A., Matthews, J. and Porteous, J., 2017. MISER: Mise-En-Scène region support for staging narrative actions in interactive storytelling. 782-790."
Dr Fred Charles,Conference,"Porteous, J., Charles, F., Smith, C., Cavazza, M., Mouw, J. and Van Den Broek, P., 2017. An interactive narrative platform for story understanding experiments. 1808-1810."
Dr Fred Charles,Conference,"Matthews, J., Charles, F., Porteous, J. and Mendes, A., 2017. Mise-en-scène of narrative action in interactive storytelling. 1799-1801."
Dr Fred Charles,Conference,"Cotterill, C., Davison, T., O’Connor, S., Orr, D., Charles, F. and Tang, W., 2016. Fire and Gas Detection Mapping using Volumetric Rendering. In: Computer Graphics and Visual Computing 2016 15-16 September 2016 Bournemouth."
Dr Fred Charles,Conference,"Zeyda, F., Aranyi, G., Charles, F. and Cavazza, M., 2016. An Empirical Analysis of Neurofeedback Using PID Control Systems. 3197-3202."
Dr Fred Charles,Conference,"Porteous, J., Charles, F. and Cavazza, M., 2016. Plan-based narrative generation with coordinated subplots. 846-854."
Dr Fred Charles,Conference,"Charles, F., Pecune, F., Aranyi, G., Pelachaud, C. and Cavazza, M., 2015. ECA control using a single affective User dimension. 183-190."
Dr Fred Charles,Conference,"Aranyi, G., Charles, F. and Cavazza, M., 2015. Anger-based BCI using fNIRS neurofeedback. 511-521."
Dr Fred Charles,Conference,"Porteous, J., Charles, F. and Cavazza, M., 2015. Using social relationships to control narrative generation. 4311-4312."
Dr Fred Charles,Conference,"Aranyi, G., Cavazza, M. and Charles, F., 2015. Using fNIRS for prefrontal-asymmetry neurofeedback: Methods and challenges. 7-20."
Dr Fred Charles,Conference,"Lindsay, A., Charles, F., Read, J., Porteous, J., Cavazza, M. and Georg, G., 2015. Generation of non-compliant behaviour in virtual medical narratives. 216-228."
Dr Fred Charles,Conference,"Cavazza, M., Aranyi, G. and Charles, F., 2015. Brain-computer interfacing to heuristic search: First results. 312-321."
Dr Fred Charles,Conference,"Cavazza, M. et al., 2014. Integrating virtual agents in BCI neurofeedback systems: - Invited talk."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. et al., 2014. Towards empathic neurofeedback for interactive storytelling. 42-60."
Dr Fred Charles,Conference,"Cavazza, M. et al., 2014. Towards emotional regulation through neurofeedback."
Dr Fred Charles,Conference,"Gilroy, S.W., Charles, F. et al., 2013. A brain-computer interface to a plan-based narrative. 1997-2005."
Dr Fred Charles,Conference,"Cavazza, M. and Charles, F., 2013. Diagrammatic reasoning with interactive P-V curves. 1103-1106."
Dr Fred Charles,Conference,"Lugrin, J.L., Cavazza, M., Charles, F., Le Renard, M., Freeman, J. and Lessiter, J., 2013. Immersive FPS games: User experience and performance. 7-12."
Dr Fred Charles,Conference,"Cavazza, M. and Charles, F., 2013. Towards interactive narrative medicine. 59-65."
Dr Fred Charles,Conference,"Porteous, J., Charles, F. and Cavazza, M., 2013. NetworkING: Using character relationships for interactive narrative generation. 595-602."
Dr Fred Charles,Conference,"Porteous, J., Charles, F. and Cavazza, M., 2013. A social network interface to an interactive narrative. 1399-1400."
Dr Fred Charles,Conference,"Charles, F., Cavazza, M., Smith, C., Georg, G. and Porteous, J., 2013. Instantiating interactive narratives from patient education documents. 273-283."
Dr Fred Charles,Conference,"Lugrin, J.L., Charles, F., Cavazza, M., Le Renard, M., Freeman, J. and Lessiter, J., 2012. Are immersive FPS games enjoyable? 199."
Dr Fred Charles,Conference,"Lugrin, J.L., Charles, F., Cavazza, M., Le Renard, M., Freeman, J. and Lessiter, J., 2012. CaveUDK: A VR game engine middleware. 137-144."
Dr Fred Charles,Conference,"Gilroy, S.W., Porteous, J., Charles, F. and Cavazza, M., 2012. Exploring passive user interaction for adaptive narratives. 119-128."
Dr Fred Charles,Conference,"Gilroy, S.W., Porteous, J., Charles, F. and Cavazza, M., 2012. PINTER: Interactive Storytelling with physiological input. 333-334."
Dr Fred Charles,Conference,"Charles, F., Porteous, J., Teutenberg, J. and Cavazza, M., 2011. Timeline-based navigation for interactive narratives."
Dr Fred Charles,Conference,"Porteous, J., Teutenberg, J., Charles, F. and Cavazza, M., 2011. Interactive storytelling with temporal planning. 1249-1250."
Dr Fred Charles,Conference,"Porteous, J., Teutenberg, J., Charles, F. and Cavazza, M., 2011. Controlling narrative time in interactive storytelling. 417-424."
Dr Fred Charles,Conference,"Charles, F., Porteous, J. and Cavazza, M., 2010. Changing characters' point of view in interactive storytelling. 1681-1684."
Dr Fred Charles,Conference,"Porteous, J., Benini, S., Canini, L., Charles, F., Cavazza, M. and Leonardi, R., 2010. Interactive storytelling via video content recombination. 1715-1718."
Dr Fred Charles,Conference,"Bee, N., Wagner, J., André, E., Vogt, T., Charles, F., Pizzi, D. and Cavazza, M., 2010. Discovering eye gaze behavior during human-agent conversation in an interactive storytelling application."
Dr Fred Charles,Conference,"Bee, N., Wagner, J., André, E., Charles, F., Pizzi, D. and Cavazza, M., 2010. Interacting with a gaze-aware virtual character. 71-77."
Dr Fred Charles,Conference,"Porteous, J., Cavazza, M. and Charles, F., 2010. Narrative generation through characters' point of view. 1297-1304."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. et al., 2009. The IRIS network of excellence: Future directions in interactive storytelling. 8-13."
Dr Fred Charles,Conference,"Vogt, T., André, E., Wagner, J., Gilroy, S., Charles, F. and Cavazza, M., 2009. Real-time vocal emotion recognition in artistic installations and interactive storytelling: Experiences and lessons learnt from CALLAS and IRIS."
Dr Fred Charles,Conference,"Charles, F., Pizzi, D., Cavazza, M., Vogt, T. and André, E., 2009. Emoemma: Emotional speech input for interactive storytelling. 1409-1410."
Dr Fred Charles,Conference,"Cavazza, M., Pizzi, D., Charles, F., Vogt, T. and André, E., 2009. Emotional input for character-based interactive storytelling. 236-243."
Dr Fred Charles,Conference,"Pizzi, D., Charles, F., Lugrin, J.L. and Cavazza, M., 2007. Interactive storytelling with literary feelings. 630-641."
Dr Fred Charles,Conference,"Charles, F., Lemercier, S., Vogt, T., Bee, N., Mancini, M., Urbain, J., Price, M., André, E., Pélachaud, C. and Cavazza, M., 2007. Affective interactive narrative in the CALLAS Project. 210-213."
Dr Fred Charles,Conference,"Cavazza, M., Lugrin, J.L., Pizzi, D. and Charles, F., 2007. Madame Bovary on the holodeck: Immersive interactive storytelling. 651-660."
Dr Fred Charles,Conference,"Cavazza, M. and Charles, F., 2005. Dialogue generation in character-based interactive storytelling. 21-26."
Dr Fred Charles,Conference,"Charles, F., Cavazza, M., Mead, S.J., Martin, O., Nandi, A. and Manchal, X., 2004. Compelling experiences in mixed reality interactive storytelling. 32-41."
Dr Fred Charles,Conference,"Charles, F. and Cavazza, M., 2004. Exploring scalability of character-based storytelling. 872-879."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2004. Developing re-usable Interactive Storytelling technologies. 39-44."
Dr Fred Charles,Conference,"Cavazza, M., Martin, O., Charles, F., Mead, S.J. and Marichal, X., 2003. Interacting with virtual agents in mixed reality interactive storytelling. 231-235."
Dr Fred Charles,Conference,"Cavazza, M., Martin, O., Charles, F., Marichal, X. and Mead, S.J., 2003. User interaction in mixed reality interactive storytelling. 304-305."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2003. Under the influence: Using natural language in interactive storytelling. 3-11."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2002. Emergent situations in interactive storytelling. 1080-1085."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2002. Interacting with virtual characters in interactive storytelling. 318-325."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2001. Non-instructional linguistic communication with virtual actors. 26-31."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2001. Non-instructional linguistic communication with virtual actors. 26-31."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2001. AI-based animation for interactive storytelling. 113-120."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2001. Characters in search of an author: Ai-based virtual storytelling. 145-154."
Dr Fred Charles,Conference,"Charles, F., Mead, S.J. and Cavazza, M., 2001. Character-driven story generation in interactive storytelling. 609-615."
Dr Fred Charles,Conference,"Cavazza, M., Charles, F. and Mead, S.J., 2001. Agents’ interaction in virtual storytelling. 156-170."
Professor Christos Gatzidis,Journal Article,"Allen, P.J., Wiener, J.M., Gatzidis, C., Stringer, C.B. and Stewart, J.R., 2019. Investigating the Effect of the Environment on Prey Detection Ability in Humans. Scientific Reports, 9 (1)."
Professor Christos Gatzidis,Journal Article,"Tian, F., El Rhalibi, A., Tang, W. and Gatzidis, C., 2019. Editorial Note-Edutainment: E-Learning and Games. MULTIMEDIA TOOLS AND APPLICATIONS, 78 (4), 4987."
Professor Christos Gatzidis,Journal Article,"Barnett, L., Harvey, C. and Gatzidis, C., 2018. First Time User Experiences in mobile games: An evaluation of usability. Entertainment Computing, 27, 82-88."
Professor Christos Gatzidis,Journal Article,"Dey, R., Doig, J.G. and Gatzidis, C., 2018. Procedural feature generation for volumetric terrains using voxel grammars. Entertainment Computing, 27, 128-136."
Professor Christos Gatzidis,Journal Article,"Frerichs, D., Vidler, A. and Gatzidis, C., 2017. Biologically inspired simulation of livor mortis. Visual Computer, 33 (11), 1453-1466."
Professor Christos Gatzidis,Journal Article,"Favale, M., McDonald, N., Faily, S. and Gatzidis, C., 2016. Human Aspects of Digital Rights Management: the Perspective of Content Developers. SCRIPTed, 13 (3), 289-304."
Professor Christos Gatzidis,Journal Article,"Barrett, N., Swain, I., Gatzidis, C. and Mecheraoui, C., 2016. The use and effect of video game design theory in the creation of game-based systems for upper limb stroke rehabilitation. Journal of Rehabilitation and Assistive Technologies Engineering, 3, 1-16."
Professor Christos Gatzidis,Journal Article,"Ferraris, J., Tian, F. and Gatzidis, C., 2016. Transition Contour Synthesis with Dynamic Patch Transitions. ACM Computers in Entertainment, 15 (1)."
Professor Christos Gatzidis,Journal Article,"Frerichs, D., Vidler, A. and Gatzidis, C., 2015. A survey on object deformation and decomposition in computer graphics. Computers and Graphics (Pergamon), 52, 18-32."
Professor Christos Gatzidis,Journal Article,"Gatzidis, C. and Zhang, J., 2014. Foreword for the Elsevier Entertainment Computing Special Issue from the 5th International Conference on Games and Virtual Worlds for Serious Applications (VS Games 2013). Entertainment Computing, 5 (4), 379."
Professor Christos Gatzidis,Journal Article,"Yovcheva, Z., Buhalis, D., Gatzidis, C. and Van Elzakker, C.P.J.M., 2014. Empirical evaluation of smartphone Augmented Reality browsers in an urban tourism destination context. International Journal of Mobile Human Computer Interaction, 6 (2), 10-31."
Professor Christos Gatzidis,Journal Article,"O Neil, O., Gatzidis, C. and Swain, I., 2014. A state of the art survey in the use of video games for upper limb stroke rehabilitation. Intelligent Systems Reference Library, 68, 345-370."
Professor Christos Gatzidis,Journal Article,"Birchall, J. and Gatzidis, C., 2013. The periodic table of elements via an XNA-powered serious game. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 7544, 1-28."
Professor Christos Gatzidis,Journal Article,"Birchall, J. and Gatzidis, C., 2013. The Periodic Table of Elements via an XNA-Powered Serious Game. Trans. Edutainment, 9, 1-28."
Professor Christos Gatzidis,Journal Article,"Hegde, S., Gatzidis, C. and Tian, F., 2013. Painterly rendering techniques: A state-of-the-art review of current approaches. Computer Animation and Virtual Worlds, 24 (1), 43-64."
Professor Christos Gatzidis,Journal Article,"Yovcheva, Z., Buhalis, D. and Gatzidis, C., 2012. Overview of smartphone augmented reality applications for tourism. e-Review of Tourism Research, 10 (2), 63-66."
Professor Christos Gatzidis,Journal Article,"Ferraris, J., Tian, F. and Gatzidis, C., 2012. Feature-based probabilistic texture blending with feature variations for terrains. Computer Animation and Virtual Worlds, 23 (3-4), 435-445."
Professor Christos Gatzidis,Journal Article,"Gatzidis, C., 2012. Learning with Digital Games: A Practical Guide to Engaging Students in Higher Education. IJGBL, 2, 90-91."
Professor Christos Gatzidis,Journal Article,"John, D., Gatzidis, C., Boucouvalas, A.C., Liarokapis, F. and Brujic-Okretic, V., 2011. Prototyping Expressive 3D Social Worlds. The Open Virtual Reality Journal, 3, 1-15."
Professor Christos Gatzidis,Journal Article,"Ferraris, J., Gatzidis, C. and Tian, F., 2010. Automating Terrain Texturing in Real-Time Using a Rule-Based Approach. International Journal Of Virtual Reality, 9, 21-28."
Professor Christos Gatzidis,Book,"Tian, F., Gatzidis, C., El Rhalibi, A., Tang, W. and Charles, F., 2017. Preface."
Professor Christos Gatzidis,Chapter,"Hodge, S., McAlaney, J., Gatzidis, C., Anderson, E.F., Melacca, D. and Taylor, J., 2018. Applying Psychological Theory to in-game moral behaviors through the development of a purpose-made game. In: Bowman, N.D., ed. Video Games: A Medium That Demands Our Attention. New York and London: Routledge, 108-125."
Professor Christos Gatzidis,Chapter,"Pedersen, K., Gatzidis, C. and Tang, W., 2017. OpenGL | D- An Alternative Approach to Multi-user Architecture. Transactions on Computational Science. Springer."
Professor Christos Gatzidis,Chapter,"Yovcheva, Z., Buhalis, D., Gatzidis, C. and Van Elzakker, C.P.J.M., 2014. Empirical evaluation of smartphone augmented reality browsers in an urban tourism destination context. Hospitality, Travel, and Tourism: Concepts, Methodologies, Tools, and Applications. 481-502."
Professor Christos Gatzidis,Chapter,"Pragnell, C. and Gatzidis, C., 2011. Addiction in world of warcraft: A virtual ethnography study. Handbook of Research on Practices and Outcomes in Virtual Worlds and Environments. 54-74."
Professor Christos Gatzidis,Chapter,"Pragnell, C. and Gatzidis, C., 2011. Addiction in World of Warcraft: A Virtual Ethnography Study. In: Yang, H.H. and Yuen, S.C.-Y., eds. Handbook of Research on Practices and Outcomes in Virtual Worlds and Environments. IGI Global, 54-74."
Professor Christos Gatzidis,Chapter,"Birchall, J. and Gatzidis, C., 2011. Elemental: An insight into the development and evaluation of a secondary education chemistry game using XNA. VS-GAMES 2011: 3rd International Conference on Games and Virtual Worlds for Serious Applications. Proceedings. IEEE Computer Society, 32-39."
Professor Christos Gatzidis,Conference,"Pedersen, K., Gatzidis, C. and Tang, W., 2018. OpenGL. 57-74."
Professor Christos Gatzidis,Conference,"Pedersen, K., Tang, W. and Gatzidis, C., 2017. OpenGL. 198-201."
Professor Christos Gatzidis,Conference,"Pedersen, K., Tang, W. and Gatzidis, C., 2017. OpenGL|D - A Multi-user Single State Architecture for Multiplayer Game Development. In: 2017 International Conference on CYBERWORLDS 20-22 September 2017 Chester, United Kingdom."
Professor Christos Gatzidis,Conference,"Dey, R., Doig, J.G. and Gatzidis, C., 2017. Procedural feature generation for volumetric terrains."
Professor Christos Gatzidis,Conference,"Barnett, L., Gatzidis, C. and Harvey, C., 2017. An Investigation into Usability and First Time User Experiences Within a Mobile Gaming Context. 303-306."
Professor Christos Gatzidis,Conference,"E-Learning and Games - 11th International Conference, Edutainment 2017, Bournemouth, UK, June 26-28, 2017, Revised Selected Papers. Springer."
Professor Christos Gatzidis,Conference,"Ramsey, C., Gatzidis, C., Miellet, S. and Wiener, J., 2016. Visual search during active locomotion in complex virtual environments: an eye-tracking study. In: the Experimental Psychology Society (EPS) Meeting 6-8 April 2016 Durham, UK."
Professor Christos Gatzidis,Conference,"Hodge, S., Taylor, J., McAlaney, J. and Gatzidis, C., 2016. Design of a videogame to explore morality."
Professor Christos Gatzidis,Conference,"Favale, M., McDonald, N., Faily, S. and Gatzidis, C., 2015. Human Aspects in Digital Rights Management: The Perspective of Content Developers​. In: Fourth International Workshop on Artificial Intelligence and IP Law 9 December-9 November 2015 Braga, Portugal."
Professor Christos Gatzidis,Conference,"McDonald, N., Faily, S., Favale, M. and Gatzidis, C., 2015. Digital rights management: The four perspectives of developers, distributors, users, and lawyers. 276-285."
Professor Christos Gatzidis,Conference,"Frerichs, D., Vidler, A. and Gatzidis, C., 2014. Object weathering simulation avoiding texture space stretching and discontinuities."
Professor Christos Gatzidis,Conference,"Pedersen, K., Gatzidis, C. and Northern, B., 2013. Distributed DeepThought: Synchronising complex network multi-player games in a scalable and flexible manner. 40-43."
Professor Christos Gatzidis,Conference,"Gatzidis, C. and Anderson, E.F., 2013. Proceedings of VS-Games 2013: 5th International Conference on Games and Virtual Worlds for Serious Applications. In: Gatzidis, C. and Anderson, E.F., eds. VS-Games 2013 11-13 September 2013 Bournemouth. IEEE Computer Society."
Professor Christos Gatzidis,Conference,"Ferraris J, Tian, F. and Gatzidis C., 2013. Automatic Terrain Texturing with Dynamic Patch Transitions. In: 30th Computer Graphics International 12-14 June 2013 Welfenlab, University of Hannover, Germany."
Professor Christos Gatzidis,Conference,"Hedge, S., Gatzidis, C. and Tian, F., 2013. Animating Painterly Strokes Embedded in 3D Space. In: 26th International Conference on Computer Animation & Social Agents 16-18 May 2013 Istanbul, Turkey."
Professor Christos Gatzidis,Conference,"Yovcheva, Z., Buhalis, D. and Gatzidis, C., 2013. Engineering Augmented Tourism Experiences. Springer, 24-35."
Professor Christos Gatzidis,Conference,"Prashun, P., Hadley, G.J.M., Gatzidis, C. and Swain, I.D., 2010. Investigating the trend of virtual reality-based stroke rehabilitation systems. In: 7th International Conference on BioMedical Visualization (MediViz 2010) 26-29 July 2010 London. IEEE Computer Society, 641-647."
Professor Christos Gatzidis,Conference,"Poulsen, M. and Gatzidis, C., 2010. Understanding the Game: An Examination of Ludoliteracy. In: Meyer, B., ed. 4th European Conference on Games Based Learning 21-22 October 2010 Copenhagen, Denmark. Reading, UK: Academic Publishing Limited, 316-324."
